steming_data,Score,Sentiment
tolong player detected ya timbang takut hp ya bagus download,2,Positif
orang gasuka roblox keren banget aslisuka banget game,2,Positif
gamenya bagus kayak kayak,-2,Negatif
seru kali teman teman,0,Negatif
the best vidio game the word,1,Positif
gamegame seru,0,Negatif
game fish ya keren talon mudah an main game fish giat live titok,4,Positif
ih bagus lucu gemas suka ngebugg plcc baik ya kedepannyaaa,1,Positif
this game is very exciting i like roblox the most,1,Positif
bikin game afk afk,1,Positif
bintang game ya gjls suka bug tolol,1,Positif
mendownload,0,Negatif
woy gue main roblox lag sinyal bagus,0,Negatif
game dikit hubung dikit hubung lancar ngulang game ganggu banget sih aplgi main game lumayan lucu banget ngulang,2,Positif
fish ya bagus kasih secret,1,Positif
gem sangan seru suka gam roblox,0,Negatif
bosan,0,Negatif
game seruuuu besok main sayang ngejek game game seruuuu game guna seru oke rating game rating bintang,7,Positif
gamenya seru game grow agarden,1,Positif
aplikasi guna bikin senang suka ya,1,Positif
game ya seru iklan bebas ya main apa,1,Positif
game offline seru mata,0,Negatif
game ya bagus pas main map layar kaku jalan jalan malas banget pas main evade,4,Positif
seru main roblok kasih rating seru banget mabar pokonyah download roblok deh coba,1,Positif
seru game seru main,1,Positif
geme ya seru bahaya kanak kanak rana geme depet geme geme bunuh bunuh geme bye,-2,Negatif
tolong roblox hapus perangkat dihp mendownload aplikasi download aplikasi mobile legend download,-3,Negatif
senang banget game roblox game ya seru temu juta teman roblox,6,Positif
sow cool and im lakes,1,Positif
senang hibur,0,Negatif
goshfin fish,0,Negatif
gamenya bagus mabar cari teman game brookhaven game ya cari cari game perang perang darat game nama tanam ww suka game,1,Positif
main game lihat anak kejang kejang,1,Positif
gemnya seru orang omong kotor harga item mahal orang orang,-1,Negatif
kayak game ya mabarseru mabar teman adek sepupu seru,1,Positif
bismilah kasih ikan sikrit,0,Negatif
gem seru,0,Negatif
kadang game ya ngebugkameranya kadang tegak rotate,4,Positif
gerafik ya bagus cocok anak atas,-1,Negatif
seruasyik,0,Negatif
game ya bagussssss bgtttttwajib donloawd sih kalianini mabar bareng temanbestiepacarataupun mantan busukk,1,Positif
gue pas main hack cok,0,Negatif
game fist roblox susah banget sc pakai teori beli umpan bagus ganti encen pindah pindah sc game scam khusus konten kreator mudah sc,1,Positif
game dalam ya,3,Positif
bagus banget game ya suka banget main bosan bosan ya turut game banyakk banget seru gamenya bosan kembang senang banget seru geme nya,8,Positif
suka game,1,Positif
gue el granmaja kraken roblox ya bagus fish ya jelek,0,Negatif
bagus sih map nytp akun update trusjd main update mainklau update main,0,Negatif
kadang susah banget masuk map ksalahan server,0,Negatif
game steal a brainrot nge leg banget anjing,1,Positif
suka game fish hilang bosan senggang,1,Positif
suka lag,0,Negatif
seru parah,-1,Negatif
gem seru hidup roblox,0,Negatif
bagus pas main game roblox ngelek pas masuk gamenya banget pakai data wifi banget bug roblox tolong baik ya roblox,4,Positif
game stres hapus aplikasi sayang ku memori,-2,Negatif
bagus main menghobur,0,Negatif
game ya bagus tarik pengalama ajar,3,Positif
sorry i just wanted let you know why some avatar items are missing for example the fake headless and other accessories please dont lose some items my robux was wasted please return my robux sobs,-4,Negatif
bagus banget cokkk,1,Positif
kecewa tshirt gambar otot perut akun kena blokir roblox alas seksual karakter shop gung baju celana pendek otot tubuh jual pakai tshirt kena blokir,-4,Negatif
game favorit map map bagus,1,Positif
gamenya bagus keren banget main fish gila mancing,2,Positif
game bagus semangat,1,Positif
ya sih roblox game seru amasih kendala bug game ya,4,Positif
game ya seru unbaliveball,2,Positif
game seru,1,Positif
game ya seru,2,Positif
seru banget main game,2,Positif
roblok ya download,1,Positif
roblok anu tau talon biar kasih sc,-2,Negatif
bagus game ya bug game evade ya,4,Positif
update rating,0,Negatif
akun orang loginin orang,0,Negatif
seru teman,0,Negatif
sensitif omong langsung blokir ribut rusuh duluan roblox aneh,0,Negatif
sih suka lag hp ku ram ya internet ya anehh tolong baik ya mai tenangg suka keselll oiyaa tolongg ya update ya ref ya tolong banget,7,Positif
halo admin roblox sistem ya akun hilang kirim kode digit nyaakun nama asepyw hilang akses kirim kode digit ya kirim loh email ya tolong baik sistem member ya akun hilang lupa sandijadi tolong,5,Positif
game keren seru bosan bosan,1,Positif
suka banget pas main malam seruuuuuuuu banget pas mabar teman,3,Positif
secret ya tolong mudah talon,1,Positif
teman,0,Negatif
game loading ya,2,Positif
keren game ya,2,Positif
seru cuman ngemisngemis update bikin memo penuh suka update plis update mulu kasihan hpnya android pc gapapa sih mah pakai hp android update mulu ram ya takut muat,1,Positif
gue game,1,Positif
game ya keren suka ngelag,2,Positif
geme nya keren,0,Negatif
mbak ya,1,Positif
main game robox keren,1,Positif
suka roblox,0,Negatif
geme ya seru bikin stres suka bug diskonek wifi lancar suka jalan lompat sekoga developer baca ya,1,Positif
gem bot gue pakai wifi ngelek wifi gue loh,-1,Negatif
seru,0,Negatif
bagus banget game ya map suka map malam hut,2,Positif
mantap banget wooy main gem fis,2,Positif
akun hila ng tau,-1,Negatif
gamenya asik seru banget,2,Positif
i did nothing wrong why was i blocked please return my account named ratauyy,-2,Negatif
map suka,0,Negatif
tolong roblox face ai tahuun sesunguhnya teman ku of mulu,0,Negatif
keren bagus,0,Negatif
bagus banget geme nya,1,Positif
bagus mainin santai,0,Negatif
seru bosan,0,Negatif
banget masuk gamenya tunggu jam masuk masuk jaring ya bagus,0,Negatif
game ya seru banget apalago gamenya iklan game ya pokok seruuuuuuuuuuuuuuuuuuu bgtttttttttttttttttttt teman mabar bareng ngalamin error tolong baik ya sensor ya sensor,6,Positif
roblox milik game senang main teman roblox ku error main roblox pencet tombol main roblox tetepi player sombong mentang mentang kayak bagus avatar ya complete nama sombong,-4,Negatif
tolong baik,0,Negatif
game seru cari teman,0,Negatif
bagus upgrade mulu gamain minggu upgrade,0,Negatif
roblox bagus enak mainin dab seru,-1,Negatif
game bagus,1,Positif
suka banggettt,0,Negatif
game ya bagus game seru,3,Positif
game seru teman mabar teman,1,Positif
bagus game ya obby ya pokok bagus game roblox,4,Positif
game ya bagus banget betah banget game bangun langsung buka roblox,6,Positif
sngat bagus,0,Negatif
talong roblox kasih tau talon game fish pelit kasih el maja,-1,Negatif
game bagustapi update game bugdisconnectselalu erro tolong update maksimal bagus bug dll pasti update mengupdate simpan penuh simpan penuh,2,Positif
seru mamainkan geam orang tua map bagus banget,0,Negatif
game bagus seru main,1,Positif
game ya bagus banget suka nglelag,3,Positif
gamenya seru tegang main obby ya game grow a garden stok ya habis pliss game hapus perintah game seru,4,Positif
keren,0,Negatif
senang game seru,1,Positif
stresss suka,0,Negatif
seru banget,1,Positif
wow sok many games here,0,Negatif
bagus main salah hazmad rodd berat ikan,-1,Negatif
hebat gem bagus banten lengkap,0,Negatif
butuh update,-1,Negatif
bagus komunikasi negaratapi mes ya bug mohon baik,1,Positif
game kadang kadang ngeleg,3,Positif
game bagus main rosblok,1,Positif
woi verifikasi muka coba coba capekcapek umur ku,0,Negatif
bagus gempa,1,Positif
game event tolong eventnya,1,Positif
roblox bagus keren terimakasih cipta roblox,1,Positif
seru mabar uang baju suka didonglot ngelek,1,Positif
game anjing mesti server privat halaman web sedia,0,Negatif
baguuss,0,Negatif
game ya seruuuuuuu banget,3,Positif
game bagus merating bintang suka salah bug main papa merating bintang terimakasih,1,Positif
seru map ya,1,Positif
sukan main game iniseru cari map suka beliava cakep deh gratis ganti ganti map suka sekian terimakasih,2,Positif
sanagat seru,0,Negatif
lumayan,0,Negatif
tolong roblox bug suka ngelag aneh roblox main suruh update ulang kali tau mohon baik update roblox simpan penuh baik lag bug game roblox resah,-3,Negatif
game ya bagus,2,Positif
instal,0,Negatif
seru pilih gamenya ku suka blox fruit terimakasih thank you roblok,1,Positif
bagus banget nih game cocok main suka game santai penuh tantang free play gamenya tuh grafik ya bagus terima kasih shedletsky builderman david badzuckideveloper game roblox,7,Positif
game ya bagus suka sheriff vs murderer gusa anak,1,Positif
pokok nih game seru banget game bikin senang,3,Positif
pilih kasih nih aplikasigw report orang toxicspam pas gue laden orang gue ban,1,Positif
game nya asik kadang suka,3,Positif
game ya burik bikin mata merah,1,Positif
senang main game,1,Positif
noice cuz you i can play forever,0,Negatif
game bagussaya suka fitur game animasi bagus suka,2,Positif
pakai wifi rumah pakai wifi sekolah,2,Positif
bagus banget gem ya robukx ya ejek gara gara bacon gem puasa banget,0,Negatif
seru banget anjay,0,Negatif
seru map mabar aksesoris gratis map,1,Positif
the game is cool and the gameplay is okay but one thing the pas key almost made me lose my account sok could roblox please remove the pas key,4,Positif
gem bagus,0,Negatif
seru anomali wallhop,0,Negatif
tinggi persentase ikan scaret,0,Negatif
suka main night the forest,0,Negatif
suka game roblox,1,Positif
update muncul notifikasi security threat detected mululalu langsung aplikasipadahal versi aplikasi tolong baik,0,Negatif
game ya bagus player nya banget map ya bagus,4,Positif
gekos bulan kuil suci maja ngotak level kecewah siii maja menang kecewah banget cok,0,Negatif
seru anjay,-1,Negatif
geme ya bagus map pokonamah bintang,1,Positif
tolong ya pas masuk game ya main hapus tolong pls,1,Positif
bagus banget cikk,1,Positif
seru banget map,1,Positif
servernya ping bagus,0,Negatif
main seru suka main suka main sih suka roblox roblox main suka suka main suka ku roblox main tantang bosan sih rintang ya main kah bosan main roblox paham roblox roblox seru banget mual,0,Negatif
gem bagus gem bagus terimakasih,1,Positif
gamenya seru banget item keren gratis top up,2,Positif
sab bagus game ya,2,Positif
bayak game ya bagus pakai paket main minggu akun ulang tanggal lahir ulang,3,Positif
game ya seru teman online seru banget deh pokok,3,Positif
asik banget main mabar teman behh mantap,3,Positif
suka banget pilih game ya banyaktapiii update muluuuumisal kemarin update update lagiiiii,2,Positif
wow bags banget,1,Positif
roblox bagus,0,Negatif
game ya seru mabar suapaya anak anak steres saaat main,0,Negatif
bagus game enak main kurang stres kurang marah game ya ajar,-1,Negatif
game online hang out,1,Positif
tolong difix thread detect,0,Negatif
bagus moga hoki,1,Positif
seru sih pas gue main simon says orangorang curang curang moga banned,0,Negatif
roblox sucks now,0,Negatif
game ya bagus enak main,2,Positif
respek,0,Negatif
game seru pilih grow a garden fish malamplant vs brainrotblock fruitsteal a brainrot pokok ya seru game sampah hp ku kuat,1,Positif
bagus banget gamee omgg,1,Positif
game kayak kon suka,0,Negatif
seru banget libur suka main kadang ngonten,3,Positif
seru sih bosan jujur main bosan kayak kadang main suka gajadi deh kasih nilai bintang,0,Negatif
suka game,1,Positif
bagus,0,Negatif
asikk nganguu aaa,0,Negatif
wellll bagus banget,1,Positif
bagus banyk map seru pokok suka tolong baik bug ya ya,2,Positif
game sih bagus banget akun bajak tolong tambambahin ketat plisssssss,0,Negatif
seru banget,1,Positif
suka,0,Negatif
pls game bagus banget real,2,Positif
ku gamenya bagus seru tolong tambah robux gratis beli uang pliss tolong ya tambah,4,Positif
roblox kesu ku,0,Negatif
pemaninan suka main,0,Negatif
sorry roblox,-1,Negatif
suka teman,0,Negatif
gamenya bagus banget iklan,1,Positif
bagus banget,1,Positif
roblox game baik,1,Positif
this game is very exciting,1,Positif
sumpah game nya buagus banget bertanyatanya,2,Positif
apalh kadang kadang grafik buruk,1,Positif
mabar bareng teman asik pilih game moga roblox populer,3,Positif
alam ya bagus,1,Positif
persen bagus nih game jamin download sesal nih kasih nama bagus elementaltiga nama titanerenop,1,Positif
jelek banget gamenya uras internet jelek pas masuk map error internet nyala pas masuk roblox kadang hematin internet biar cepat habis kurang memori,-3,Negatif
suka main ya seru,1,Positif
geme cocok hibur kosong,-1,Negatif
mantap jenis game,2,Positif
game burikk,1,Positif
great but often jammed,1,Positif
seru mabar game kocak game suka gue grow a garden,1,Positif
bagus game nya,1,Positif
gamenya seru banget teman mending main game,2,Positif
tolong izin cat party,-1,Negatif
ngelek sih pas main map mount,1,Positif
bagus bug baik ya,1,Positif
tolong bug ya baik main nyaman bug,2,Positif
maaf roblox akun baned tolong baik,0,Negatif
suka banget game,2,Positif
fish seru banget suka roblox,1,Positif
game haram jelek polllll,0,Negatif
bagus bangetmapnya bosenkalo bosan ganti map bug kamera digerakin jarang bug ya main puas suka map ya grow a garden nights the forest brookhaven kerja tim ya kerja teman online roblox pokok inti bagus banget kasih,6,Positif
orang hitam,-1,Negatif
seru main seru,0,Negatif
gemenya bagus grafik jelek,-1,Negatif
bagus banget,1,Positif
game seru banget retingnya,2,Positif
sih why ban stoppp,-1,Negatif
seru data ya hemat,0,Negatif
game ya seru seru sih kesal ya nge lag ya main asik asik ya main koneksi terputusterus update lamaklo update nya lm lm keselterus pas main bangun raft pas injek lompat eh koneksi putus spawn,8,Positif
sinyal hilang detik langsung disconnect,1,Positif
robelox seru suka robelox eh tagih main ya main robelox,0,Negatif
bagus banget maaf game ya bagus banget,4,Positif
sih rda kesal roblox,0,Negatif
kasih bintang geme ya cantik,1,Positif
suka gamenya friend teman kelas,-1,Negatif
kena mute voice bilang kasar,-1,Negatif
susah ikan scrit,-1,Negatif
ngeleg seruuuuuuu,0,Negatif
samar noob,-1,Negatif
mantap roblox update ya roblox,2,Positif
game ya bagus telpon pas gabung ya mati telpon ku kasih rate ada,3,Positif
editor roblox tolong game ya ngecit tulis salah sambung plisss,0,Negatif
senang main roblox,0,Negatif
susah euy laba secret,0,Negatif
alam main senang hibur,0,Negatif
geme enak main kali main gelek eda,0,Negatif
seru sih banyak update mulu map mainin seru,-1,Negatif
bagus grafik ya sempurna,1,Positif
seru bangeeeeet woy,0,Negatif
mamang keren sih mudah teman culik anak,-2,Negatif
bagus suka,0,Negatif
banyak update,0,Negatif
bagus banget sengaja apis pengin donlot,0,Negatif
gamenya bugcorupdan sensor chat masuk akal,0,Negatif
seru main,0,Negatif
seru banget sih,1,Positif
game kotor kata game ras,0,Negatif
gem ya bagusbaget roblox moga baca,2,Positif
game ya bagusstapi admin abius notifmohon baik,2,Positif
main hp ku ya lansung,1,Positif
gamenya bagus banget banget game,3,Positif
updt,0,Negatif
main game game ku eror,1,Positif
salah,-1,Negatif
game ya bagus gamenya bagus,2,Positif
bagus banget,1,Positif
game ya seru ngebug ya dikit tettap serrrru banget,3,Positif
suka,0,Negatif
geme buruk kualitas jelek,-1,Negatif
bagus banget kaya sih roblox tower tementeman mabar,1,Positif
bagus banyak bilang kasardan update,0,Negatif
rame banget cuy,1,Positif
hacker pakai delta pas brookhaven orang pacar sus menggangu chat mohon depan baik ya,3,Positif
gamee nya seru banget cucokk ygg suka bosenann mapp nya buanyakk banget sukaqq banget deh kadanggg kadangg bosennn hehehhehehheh,3,Positif
keren banget,1,Positif
roblox detected a srcurity threat please uninstall rooting frameworks and reinstall roblox from an official app store main,-1,Negatif
gim seru skin garatis ya,1,Positif
roblox kolo ban langsung ban lihat ribut ribut selamat ribut ban hah roblox,3,Positif
game bagus ado aneh eventevent ya bagus teman ramah suka bagi player mean,2,Positif
roblox,0,Negatif
semangat gue,0,Negatif
keren moga secret amin,1,Positif
tolong game fisth kasih secret nama akun roblox nama ya talonbaik ya game suka gunung yahayuk tolong ya susah,4,Positif
game lumayan bagus orang toxic bayank orang sombong jahat reting,-1,Negatif
lumayan seru berat update,0,Negatif
gem keren omong kasar,-1,Negatif
game ya habis kuota ku suka banget game roblox,3,Positif
game map aku doang jahat,0,Negatif
wow bagus,0,Negatif
lopyu deh pokok,0,Negatif
great this was super fun my opinion the game comes with different ideas and actually helps me be creative my favorite games such as dandys world catalogs and more and we can costumize our avatar this game its just sok fun im proud of people that have made this and i hope roblox cant just be a normal game i hope that this can be a start for people express their thoughts and creative ideas wish you well have a nice day,8,Positif
suka banget main karana game ya seru banget,4,Positif
sih game bagus banget,2,Positif
bagus ngelek,0,Negatif
catat gamenyaroblox fungsi maksimal termasung wifi scam bodoh sinyal ya suka stabil download film stream youtube lancar main roblox ngeleg,3,Positif
bagus game hp ya bagus grafik lumayan,2,Positif
kembali red finger cloud ya dampak roblox main afk player main roblok player fish erti main main tau nikmat map map player hp ya lag red finger cloud ya solusi lag mohon izin cloud,2,Positif
game bagus geme,1,Positif
seru bagetttttttttttiiiiiii,0,Negatif
mantap suka lihat najwa,2,Positif
pakai sc,0,Negatif
bagus but updt harga ya pagi msi murah eh pas login siang harga tbtb habis ava ku dadak cosplay kuyang euy sisa rambut aksesoris doang muncul badan puluh kali ganti emot emosi sumph aksesoris hilang pls pas ganti emot pp loading ya btull menit ganti tlong banget baik updt kga tuh sekian terimakasih,6,Positif
bagus banget mabar,1,Positif
game ya seru moga hoki fish,3,Positif
bagus sih ngeleg,0,Negatif
update kemarin stak tinggal afk fish suka stak ikan duh tolong benerin,-1,Negatif
seru bahagia main roblox terimakasih game roblox admin roblox admin ya,3,Positif
masuk server main server privat ngelak indak,-1,Negatif
seru banget main roblox,1,Positif
gacorrr,0,Negatif
game ya bagus map main,2,Positif
game ya lumayan bagus cakep mainin,1,Positif
game enak main game kadang bikin kesel seru,2,Positif
bagus roblox suka banget main roblox,1,Positif
seru tarik,1,Positif
game bagus indah robux ya nama ya opdavid,3,Positif
seruuuuuu banget,1,Positif
upgrade minggu sekaligiliran pas upgrade kayak belm upgrade habis kuota,-1,Negatif
ya,1,Positif
bagus cuman batelpon,0,Negatif
cheater ya urus urus duit doang alah kesal cok mending ml game bocil,1,Positif
kak ya sengaja hapus kayak game situ ya ilangin sengaja hapus,-2,Negatif
hacker ban bilang makan ban,0,Negatif
ya sab bosan map map ya bayak bayak jenis game brainrot robloxx,3,Positif
lumayan game ya,2,Positif
pas masuk game ya tulis menghubugi server sinyal bagus,2,Positif
game ya,2,Positif
bagus sih bikin lelet hp beli robux besok langsung mainin akubelinya ribu loh perak ribu coba akun ku habis main jelek,-1,Negatif
game seru unik main seru,1,Positif
update jelek pas main lag lag an jaring bagus aplgi pas main night baik player kecewa,2,Positif
tolong kasih grafik bagus,0,Negatif
bagus kecuali ya map map kayak perang perang efek rekomendasi hp juta,0,Negatif
b kecuali secret,0,Negatif
game mantap,2,Positif
game seru habis robux fungsi perangkat,1,Positif
seru banget,1,Positif
bagus wow,0,Negatif
game ya bagus seru iklan,2,Positif
bintang game bagus game lari simulator obby lai terkadang dis connect alas terima kasih,3,Positif
seru main anak kreatif,0,Negatif
game ya seru banget map steal a brainrotgrow a garden plant vs brainrot night the forest,3,Positif
upgrade mbak ya terusterusan,1,Positif
gamenya bagus map banget daki gunung main rp main mini game main game duo main game horror pokok banget have fun main roblok pilih marketplacenya dandan tuh poll the best pokok cuman kadang bug pas main pakai wifi main pakai data normal tolong baik ya main roblok tuh boros pakai data mending pakai wifi,5,Positif
kaiau masuk kin emaii iama,-1,Negatif
game ya jelek jir mab grow a garden seru banget weeee seru nilai,2,Positif
bagus hibur kurang kadang ngecras ngeleg internet lancar banget loh plis benerin emosi akuayo bukti kali game bagus mobile legend sampah,0,Negatif
game ya seru up robux lamaaaaaaa banget ya tolong admin cepat,4,Positif
bagus bahaya,-1,Negatif
pakai akun kayak pakai main map suka jaring hubung tulisanya jaringanyah lancar,0,Negatif
game ya bagus map seru grow a garden suka banget,3,Positif
game ya seru mabar,2,Positif
seru pakai data pakai doang,-1,Negatif
good game freeschlep,2,Positif
seru dimainin robux ya,1,Positif
gamenyaaa suka banget,1,Positif
minimal bikin iklan game yt kagetin tanggung kena serang jantung,-3,Negatif
bintang basa basi,-1,Negatif
game bagus gaklompat ya gedein pas pencet,2,Positif
keren banget sih varian map player ya seru seru mood kasih bintang dehmaap ya roblox,4,Positif
geme ya bagus bayak teman,1,Positif
gen ya bagus gen ya top up roblox mahal,4,Positif
bug game orang orang bullying,1,Positif
this game is sok good but icanntot play again because of my dad,2,Positif
karana lupa password ya pasword roblox ya tau,1,Positif
seru banget pakai waifi,1,Positif
game bagus seru tolong map wajar hapus blokir bahaya anak main,-3,Negatif
emeizing,0,Negatif
ngeleg,0,Negatif
bagus banget bagus banget plus plus,4,Positif
biar seru coba lag ya fix masuk game nge lag bikin cepat pulsa data cepat habis coba baik pering habis data ya tolong baca ya,-1,Negatif
game ya bot bodo cemen,0,Negatif
suka game,1,Positif
game kntl gue top up sembilan ratus hasil muncul profil kitatrus masuk map ava gue koneksi internet gue bagus bagus,2,Positif
gamenya aku bintang bagus banget game ya dalam,4,Positif
seru gema baik,1,Positif
mancing mania,1,Positif
game burik main tower gacor,1,Positif
donatur jungle,1,Positif
game keren seduniatapi menit gerak hapus afk pusing,-1,Negatif
bangkai gue enchant dpat experience,-1,Negatif
jelek map ya kadang disconnec wifinya ya lancar,2,Positif
game ya seru map teman mabar game gemenya bagus fitur ya,4,Positif
roblox seru,0,Negatif
game ya seruk,2,Positif
suka banget pilih game ya kurang suka bug lag dc tolong coba baik senang main roblox,1,Positif
seru banget cocok bosan map ya seru seru banget,3,Positif
iya,0,Negatif
eh pakai ava robux free bayang deh bocil pengin beli pakai uang ya dongan masak oh iya pls jaga game ya ya ya bayak heker pls banget semu turutin ya,8,Positif
roblox tolong update ya cepat hp lag main roblox kasih bintang,1,Positif
seru banget deh lupa,1,Positif
pas gua maentapi lag mulunah gua teh main tuh bisakarna gua raja iblisjadikalo gua main tuh suka render muluterus suka lag maengatau kenapakayaknya gua sigma raja iblis,-4,Negatif
bagus main,0,Negatif
seru pokok gabut bosan main roblox the best pokok,-1,Negatif
game ya bagus main game dalam gamee gamee ya bagus dann admin abuse ya keren bagus pokok seru dimainin,6,Positif
bagus map seru seru sehat ya roblox,1,Positif
bagus sayang hp update mulu,0,Negatif
bagus grafik ya bagus butuh wifi,0,Negatif
gamebagus,0,Negatif
sangaat enak,0,Negatif
roblox,0,Negatif
coba tagih,-1,Negatif
game roblox jelek banget,1,Positif
bagus,0,Negatif
sok asik roblok,1,Positif
bagus,0,Negatif
seru banget gem ya gelek coba donlot moga gelek amin,3,Positif
game ya lumayan bagus teman hp kentang kayak nge lag hpku nge lag dikit dikit dikit dikit mati pokok apa,-4,Negatif
kasih secret fihsit min,0,Negatif
game ya seerruu baanngggeett coba deh,2,Positif
game ya suka game mabar teman teman ku seru pokok ya deh ganti avatar,4,Positif
game keren mantap pokok,2,Positif
main game bis ya kalah,1,Positif
good nice,2,Positif
game ya seru banget teman game,4,Positif
app player detected ganggu banget suka sistem guna redfinger salah kena sistem pakai redfinger kena sistem sistem hapus main roblox pakai redfinger roblox hancur serah kapai gua mls main roblox,-9,Negatif
sagat suka gem,0,Negatif
perhati ya,1,Positif
suka main cinta banget roblox i love you roblox cinta roblox mati cinta banget roblox main teman obrol teman pdkt cowok roblox suka banget roblox sih orang sombong syukur koneksi teman teman online kakak online abang online pacar online suka banget sih main roblox,4,Positif
seru banget nih game,2,Positif
game bagus game ya game,4,Positif
game hibur,1,Positif
game ya lumayan bagus map minecraft kalah game kotak ya bagus,2,Positif
bagus kreasi gamenya,1,Positif
kurang updatenya,-1,Negatif
bagus main,0,Negatif
naoa pas log sih akun bagus bagus pas masuk roblox force close ajg plis gue device ya jelek tolooong suport decice jelek plis,-1,Negatif
seru,0,Negatif
game seru banget map hasil free item,3,Positif
i cant log my account,0,Negatif
gamenya bagus game seru pokok suka game ya tape suka gamenya kota masuk map kayak brokheve,0,Negatif
game ya game plus numbuhun,4,Positif
hadeh game uras data hari gb tolong rang pengumgsumsian data ya sekian,-3,Negatif
aplikasi cihuyyy,-1,Negatif
seru banget pilih tower and map iklan teman selamat coba,1,Positif
security threat detected habis update apalahhhh noooooooo ikan,0,Negatif
seru banget gem ter favorite luvvvv,2,Positif
game ya bagus avatar word busuk,1,Positif
roblox raja game,1,Positif
suka rasuk setan noob hilang setan noobnya hapus download tolong hilang setan noobnya,-4,Negatif
bagus gemnya egleg,0,Negatif
this gem is good i like this gem,1,Positif
hpku ngelag banget main game roblox lamalama ngelag,2,Positif
bagussssssss banget,1,Positif
suka suka game seru main teman,1,Positif
soo lag playing,0,Negatif
godd,0,Negatif
bug main fish mancing tolong hapus bugnya resah,-1,Negatif
main ya bagus cuman asik asik ya main disconnect wifi ya bagus bagus ajatapi suka main ya bagus map seru teman,6,Positif
bug sinyal bagus,0,Negatif
gamenya seru teman bikin bosan map,0,Negatif
bagus banget game ya bintang roblox,3,Positif
enak kali,0,Negatif
main ngleg,0,Negatif
game ya seru kena anakanak samar orang dewasa,1,Positif
game seru,1,Positif
game ya seru robax,2,Positif
ava jalan tombol jalan,0,Negatif
game bagus,1,Positif
game hama wifi stabil nge bug ingame tolong baik bikin kesel,0,Negatif
seru banget game,2,Positif
game suka korupsi uang saran player game pakai mod ben laporin plays store biar hapus tolong developer plays store game resah tolong ben nih game,0,Negatif
seru banget biasanyaa main fish sab,1,Positif
bagusbagus bagus good good,2,Positif
roblox gema seruseru asik on mic,2,Positif
game seru dikit dikit kena ban nilai,-1,Negatif
reting livetopia baju lepas mohon baik,0,Negatif
game anakanak lupa tugastugas utama hapus game,1,Positif
bosan,0,Negatif
parah lapor orang ngebuly gua gua dibanned,-2,Negatif
game ya seru banget,3,Positif
game adil gue secret woi hama,0,Negatif
game bagus ss,1,Positif
map sangatt seru,0,Negatif
bagus boros banget pakai data kuota pakai wifi,-2,Negatif
wow digame roblox difish ragam ikan biasasedangdan bagus,-1,Negatif
bagus,0,Negatif
map ya seru suka game ya,3,Positif
gacor king,0,Negatif
game bagus dunia,1,Positif
review jujur ngelag sumpah,0,Negatif
game seru,1,Positif
bagus banget banget banget,3,Positif
ku fitur scan wajah tolong hapus youtuber fan ya umur susah komunikasi mohon fitur hapus,-2,Negatif
gemenya burik jinrr bocil intal rana kandung cocok anak anak,-1,Negatif
bagus banget seru minus pakai kouta,0,Negatif
seru banget pas mabar teman seru main sih karakter bagus banget main roblox suka banget main map tower,4,Positif
suka comments gamenya pilih game opsi komentar,0,Negatif
moga sukses kabanyaan main gametapi mesti gamenya bagus ponakan ponakan om main hp ya,2,Positif
bagus bgatttt,0,Negatif
apikk coro gekk main op ngonoo angel tambah e duit tee,1,Positif
mantap main fish map baik,1,Positif
game bagus gamenya,1,Positif
gamenya bagus main gamegame baca days old umur,0,Negatif
bagus gamenya moga perintah kagak blokir game moga game baik nama,2,Positif
lumayan game ya seru bintang sih,2,Positif
meng edukasi media ajar,0,Negatif
seru bosan,0,Negatif
suka geme ya,1,Positif
seru asikk,0,Negatif
akun hackban,0,Negatif
gas mabar,-1,Negatif
hebat bagus,0,Negatif
bagus game bosan,1,Positif
game ya seru asik tantang pokok bagus banget deh,3,Positif
please respond this comment i just installed my roblox but the app always force closing itself,-1,Negatif
game bagus suka game,2,Positif
game scame pola cari ikan pakai algoritma,1,Positif
seru afk roblox,0,Negatif
game ya bagus malu ejek ava becon,1,Positif
bingung onmings,0,Negatif
akun tida buak salah coba ku biar samapai login,-1,Negatif
game ya seru,2,Positif
game rusak wifi bagus jaring lancar pas main aneh banget pindah game bed wars,5,Positif
keren banget realistis banget ya roblox ya,5,Positif
bagus game ambil,0,Negatif
asik banget map mabar kasih pokok asik banget,4,Positif
aneh banget kelar ban ban kemarin jujur sih kecewa aneh ban kena ban moderator tolong,0,Negatif
pliss lupa edit baju klasik ya blur,2,Positif
gem ya bagus kurang mbak ya,1,Positif
seru banget sih game roblox sayang suka ngelek dikit gapapa seru banget,2,Positif
game ya bagus download coba main fish seru,2,Positif
bagus banget mabar anjay,0,Negatif
main ya bagus bangak,1,Positif
item hilang kalitapi ganti robuxnya,-1,Negatif
gem seru candu,0,Negatif
gamenya bagus tolong baik wifi bagus lancar pakai aplikasi lanca banget pas roblox masuk map map ya loading jam jam map,1,Positif
bagus,0,Negatif
saran atur kait akunn ya cuman abang tambah biar puass enak simple,4,Positif
gemnya bagus kitu doang,0,Negatif
oooooooh,0,Negatif
gamenya bagus suka bug mohon baik ya,1,Positif
robelok main bagus kenal cowok tembak cowok sayang ya robelok bagus seru mabar teman saudara pacar jempol robelokilovyu too robelok emuach,1,Positif
