steming_data,Score,Sentiment
senang mabar teman,1,Positif
geme ya seru mbak ya banget moga kurang ya amin,5,Positif
tolong baik game roblok ya boros ya ampun buff leg chet tolong kurang konsumsi data,1,Positif
seru,1,Positif
game ya seru game game seru,6,Positif
game ya bagus sayang dukung perangkat hpku bagus gamenyaa,5,Positif
gamenya seru kecuali first talon kikir,2,Positif
kena masala akun repet sandi akun pulih ya tak nomor ponsel indonesia tolong roblox tambah nomor ponsel indonesia,1,Positif
seru teman,1,Positif
lumayan suruh ngapdet suruh hapus app sih ku hapus app,-4,Negatif
game seru,2,Positif
pokontaaaa the baesst banget maaf tipoo yawwww,1,Positif
sumpah game benar asyik ngelag banget wifi ya bagus pokok ngelag banget mulus main hp,4,Positif
game burik,0,Negatif
you need fix your tagging i just said your sok toxic because you won with that big ego and got tagged like how i didnt sayang anything offensive i was just calling him out,-2,Negatif
gem ya bagus banget,3,Positif
item ku ku beli hilang robux centang biru sedih banget hilang item robux gapapa ya lenyap,-3,Negatif
sayaaa bagus sih masihh game ngebug tolong akun fish jelekk,2,Positif
baik bug avakarakter kembali roblox kayak pliss,-1,Negatif
main ya bagus,2,Positif
game ya seru banget dimainin badmood map ya brookhaven obby tower menara livetopia daki gunung dll pokok game roblox game satu favorite ya ulas sekian terimakasih,8,Positif
sengat senang btw talon kasih gue secret anjing,0,Negatif
bagus banget hp bagus ya lag hp kentang lag gapapa,2,Positif
seruuuu banget mabar teman bestie,1,Positif
gem ya enak map ya interak sih main bantu bantu orang kenal bantu,3,Positif
mulu pas main jam ngulang ngulang main jaring lancar simpan pas gerak ingame gerak game ya rusak,4,Positif
main nay seru pilih ya,1,Positif
enak nyerasaain robuux,1,Positif
grow a garden sab roblox game seru,2,Positif
bagus suka,2,Positif
beli emot hilang kali harga ya lumayan tolong,2,Positif
bagus bayak gemgem kalah denga gem lainlainyah,0,Negatif
keren banget bjirrrrrrr,2,Positif
game nya bagus login ya kayak akun masukkin nama passkey tulis maaf temu padahak kasih tau passkey lo moga atas,2,Positif
game ya bagus tarik,4,Positif
matap grow a garden seru forsaken,1,Positif
bagus jir,0,Negatif
jelek ngevulin mori cocok hp patah patah dikit gemnya ngeskem,-7,Negatif
bagus mantap senang,4,Positif
gem ya jelek birik,-1,Negatif
game bagus,2,Positif
sungguh bagus,1,Positif
game bagus banget bugg sinyal ya leg,4,Positif
banget bucknga,1,Positif
gamenya seru,1,Positif
aneh pakai redfinger emulator bilang pakai,0,Negatif
bagus game ya seru banget suka banget,7,Positif
seru main ya serik nge lag seru,1,Positif
halo veteran roblox senang banget main game mainin mana bikin gamemap roblox teman terima kasih roblox,4,Positif
ive got scammed by buying headless market times after some time of buying these items one by one went error made me frustrated and wasted money the item cannot use,-4,Negatif
game bubar negara yugoslavia negara bubar,1,Positif
game seru tagih,1,Positif
buang buang mancing sc,-1,Negatif
aplikasi bagus tolong ubah ya kayak orang kena ulang,-1,Negatif
tolong upgrade ya jarang main roblox main upgrade mulu seru seru main tulis internet sedia internetnya jarang main pengin hapus,3,Positif
bagus sih game ya orang ya ramah,4,Positif
enak banget main ya,3,Positif
bagus seru susah masuk geme ya,1,Positif
game seru ku mainin,1,Positif
game butuh khusus pakai wifi mau sih wfi nasa dikit dikit dc top uras jaring kuras habis didikut dikit dc game lawak,-2,Negatif
gmnya seru banget tagih main gm,1,Positif
gua log akun gua woi suruh log akun gua tau tau akun gua hilang cuman suruh log akun anjir,-8,Negatif
gamenya bagus banget grafik bagus bosan,2,Positif
betulin ainya verif id cahaya bagus buram,0,Negatif
seru main off ore monfrenst freds off sxxx wian youh hen nih,1,Positif
map ya seru seru banget butuh rubux ava bagus ku seru,5,Positif
seru robuxnya,1,Positif
game ya bagus ya bug tonton lancar pas main render ya,5,Positif
bagus,1,Positif
seru paket main game,3,Positif
game seru,2,Positif
roblox bagus suka geme pengin beli skin pakai robux geme suka geme horor ya hai bikin ulas kasih ulas roblox peringkat sayang bocil bawah umur main map map tolong hapus ya dev roblox banget bocil bawah umur pasti adek main,6,Positif
game ya jelek plus bosan dll negatif game,1,Positif
bagus tower ya bagus,3,Positif
hmz ya half head akak me hilang egx kembali robux,1,Positif
sangatt mewahhhhhhh,0,Negatif
ya tarik verifikasi muka pilih nya,1,Positif
game ya sru kayak fish,1,Positif
game senang main game grow a garden plant vs brainrot steal a brainrot,3,Positif
langgar milik dasar atmin mem chat banned player,2,Positif
uang roblox jelek,-2,Negatif
gemenya bagus sesuai foto main dapat teman,3,Positif
bagus pegawai ya,3,Positif
game ya seru banget animasi lucu lucu pas banget anak anak interaksi player tolong bug ya ilangin kadang suka loncatloncat,6,Positif
game bagus banget,3,Positif
bug homenya contoh item hilang,-2,Negatif
pensi gegara aplikasi ya ram kadang suka suruh ganti akun,0,Negatif
bagus banget mainin game main kayak malam tower gunung main teman desain karakter ya karakter ya bagus beli pakai robax sih gapapagua rekomen dasi minat sih,6,Positif
harga barang ya mangkin mangkin mahal sesal apdate,2,Positif
game ya bagus cuman mes ya aga ngeleg,4,Positif
mantap bikin mood,3,Positif
woyy robloxx pliss laptop kemarin malam main roblox pas pulang sekolah masuk putih woyy gue marah abang gue laptop abang gue masuk gue marahinnn,-3,Negatif
pls robux,-1,Negatif
jatuh mulu,0,Negatif
kerna seru,1,Positif
bagus aman anak ku bully ya,0,Negatif
bagus banget dimainin anak anak,0,Negatif
mantap suka,3,Positif
game ya seru banget gabut,3,Positif
a,0,Negatif
update pakai mouse wireless digerakin kamera menggangu main bug tolong kembang roblox baik bug error,-2,Negatif
gabut ya main,0,Negatif
senang,1,Positif
tarik,1,Positif
sayang gema ya suka keluarkeluar,3,Positif
game berat hp ku sanggup upgrade,1,Positif
bagus lag ya kurang dikit ava ya lucu map ya buanyakk tambah dunkk map nya,2,Positif
hey roblox i want protest age verification is interfering with the playing experience especially for new players please pakai a feature that doesnt require age verification but is still safe we want roblox back,-1,Negatif
game bagus game tarik seru,5,Positif
akun hilang,0,Negatif
sangattttt seronokkkk tauy,0,Negatif
hello sorry i gave a rating of one because why is my roblox experiencing problems and i cant play roblox when i log the roblox map there is a message below that says this ref and there is a message please help,-1,Negatif
bagus banget main vd,2,Positif
minus pata pata main,-1,Negatif
game roblox seru banget mabar teman bikin teman pokok seru banget gila tagih wkwkwk seru banget coyy seru bangetttttttttttttttttt,8,Positif
seru main berokheven sih tau id bodi latina pengnnnn,0,Negatif
game enak pilih kasih luan kalah,0,Negatif
aplikasi ya jeleksyaa daftar daftar ulang kali,0,Negatif
game ya bagus banget suka main ya mabar beli item dll,5,Positif
sangattttt bagosss,0,Negatif
gemnya apik,0,Negatif
yeah thats a lot long play with friend experience orang other experience i love my car driving with other experience,-1,Negatif
suka benget geme palagi map fith kasu suka benget,2,Positif
game keren seru mabar teman game,4,Positif
bagus asik seru minus banget update nge bug mal map kayak grow a garden brookhaven gerak gerak kamera,1,Positif
tolong mapp brairot tolong map ya pas masuk map brairot suka maling pas masuk mapp tolong,2,Positif
sumpah seru banget,2,Positif
bagus seru banget inisiatif map server game ya seru banget,7,Positif
game juta umat sih bagus banget,5,Positif
game ya bagus asik seru saya jahat,3,Positif
andai robux nama game,2,Positif
gem bagus,1,Positif
bagus suka game ya agam game dalam,7,Positif
bagus crash ya kesal ulang jdnya grafik,0,Negatif
asik tantang seru,1,Positif
geme ngelag gapapa deh seru main seru tolong game ya bagus biar ngelag ya makasiiiihhhh,4,Positif
game seru fist ya,3,Positif
update bagus bagus nama roblox zykaq,2,Positif
bagus ya,2,Positif
bagus banget seru ngelek sih hp gapapa seru,4,Positif
game ya bagus mabar top up,5,Positif
astaga suka game ya,3,Positif
benci,0,Negatif
seru banget,2,Positif
developer ya pelit pas fish rod pakai secretbait bagus enchan oun baik ikan secret ya,5,Positif
suka roblox main map night bareng my sppu senang banget,3,Positif
game cocok instal geliat orang orang rama instal main bareng teman,1,Positif
pokok best akun baned,1,Positif
pls orang olok bacon pls ban muak,-5,Negatif
akusukak banget geme mama akua main wajib donlot inisih pokok asik banget,3,Positif
gem seru suka gem gem tarik dalam sungguh keren tahan gemini geme punahatau tingkat kurang,5,Positif
seru bangus benget game ya,3,Positif
keren main suka iklan,1,Positif
sangattttttt seruuuu,0,Negatif
bagus banget map ya orang orang ramah pokok bagus banget deh,5,Positif
akun loginkan frustasi,-1,Negatif
games senang hati orang,1,Positif
main roblox,0,Negatif
banyyak makan simpan,-1,Negatif
game is good,2,Positif
game bagus map device sinyal bagus game ya lancar jujur poin playstore ya turut bagus ganti robux accessories mantap pokok game no toxic ajar bahasa inggris dikitdikit,10,Positif
hai bro roblox hm game bagus player toksix player sombong robux tolong palayer toksix ban sekian terima kasih,3,Positif
game baik masuk robux pls donate block world req robux block world,-2,Negatif
game seru game main faedah,3,Positif
seru maksa update,0,Negatif
game ya seru ayo main,4,Positif
game taikwong gillo tek akall,1,Positif
main fish login langsung layar beranda tolong proses cepat,2,Positif
main ya kayak setan curi brainrot orang,-2,Negatif
seru cuy mabar teman cuman ngeleg ngeleg parah that si my opini,-1,Negatif
gamenya seruuuuuu banget game ya mabar teman teman sekolah game game baik cepat donwoad game roblox hame ya seru kasih bintang game lebis seru seru game roblox lebis suka super biaer kali mainnin roblox tau ya lama robux deh habis game beli ya habis,15,Positif
terfavorite,0,Negatif
game buruk kena hack player katai,-3,Negatif
dram milik dongo,1,Positif
gemnya,0,Negatif
item hilang notifikasi kompensasi alesan item hilang produk palsu marketplace filter pengawasnyalama kayak tipu,-2,Negatif
roblox seru bagus lot hp suka main roblox,2,Positif
suka main robloxx,1,Positif
oke banget pokonyaaaa,3,Positif
game ya seru membully korban avatar bacon mula teman player jugaga yan korban bully anak worth ith,-1,Negatif
seru banget plccc,2,Positif
bagus mabar nih nama gibsan oke info game bagus bacon robux game pakai duit ya,6,Positif
game bagus game ya main mudah pokok grafik bagus terimakasih roblox teman,7,Positif
banget apdate ya,2,Positif
game bagus mabar teman keluarga,2,Positif
game seru kasih bintang ngeleg,2,Positif
main nya bagus enak main,2,Positif
half head ya palsu kali hilang pakai beli malam eh pagi pakai bayang kali beli pakai pakai pas beli pakai eh tau pakai mohon ya pakai mohon kembali robux beli pakai daun uang,2,Positif
seru banget main kali seru pas update seru banget,6,Positif
bagus main ya suka,3,Positif
teman orang tolong orang mua umur voice chat please ok roblox semangat kontes roblox tolong roblox studio handphone gawe seru terima kasih rilis roblox seru ml main chat teman terima kasih,8,Positif
gema lumayan,1,Positif
game bagus kesal upgrade ya iya upgrade ya main upgrade boros kuota main,2,Positif
jaring jelek dikit login,-2,Negatif
gamenya bagus mantap,3,Positif
game ink babys banget bikini ketagihanmakadih roblox,2,Positif
game bagus wow,2,Positif
akun ku keben susah free ugc,0,Negatif
game seru banget map ya teman ugcitem gratis suka game,7,Positif
enakk banget main top up robux,3,Positif
pls grow a garden banyak stock buah telur ya,0,Negatif
roblox pls ban hacker,-1,Negatif
bagus apalagi vd,1,Positif
gua main roblox main fish sc mitos plis reporte talon biar main roblox,-1,Negatif
lapor tanggal sabtu tanggal main brookhaven orang buat perilaku senonoh lapor kena ben blokir parah akun hilang kenang akun ku akun hilang lapor anak bawah umur dibrokhaven jadi ya kembali akun akun hilang data ya,-2,Negatif
bagus sih seru map ya game map cocok anak usia map ya dewasa hapus ya hapus tolong umur anak bawah main tolong map ya ketat atur anak bawah main main map ya cocok moga bagus ya roblox,6,Positif
kes,1,Positif
bagus banget gem ya tspi saysng kadang ngelek bagus,5,Positif
bagus ngeleg anjir,1,Positif
gem sangan sayang gem roblox gem faforit ku,0,Negatif
bagus rame banget mabar teman,3,Positif
akun diben ikut admin ebyus kesel pliss ben,-2,Negatif
game ya seru tolong lag game,3,Positif
seru banget game ya,4,Positif
gamenya seru banget,2,Positif
bagus sih gue main forsaken hah,1,Positif
roblox seru map sayang roblox,1,Positif
ngeleg,0,Negatif
bro why you server down bro im cry,-3,Negatif
bagus banget teman game,3,Positif
senang game seru batas game impi suka game,5,Positif
bagus pilih gem ya,1,Positif
game ya bagus bug mulu hadeh malas main bug mulu masuk map,-2,Negatif
please pakai a custom control button feature because sometimes the jump button is very small,-1,Negatif
bagus apik,1,Positif
apasih kena blokir omong kasar aneh,-4,Negatif
permaina seru tarik,2,Positif
katakata,0,Negatif
seru el maja,0,Negatif
cepat habis kuota tolong baik kuota,-1,Negatif
roblox we nak nak kirim nomor teman sensor kasih ancam hilang akun kirim nomor ku teman ku jakarta sensor,1,Positif
ngeleg,0,Negatif
seru,1,Positif
roblox salah geme suka roblox dalam geme senang rusa mengupdete roblox bagus suka semangat naikkk punjakkk robloxx hehe,4,Positif
main roblox karnasemua anak anak main hp temu saudaratetanggakeluargastop main roblox stoppp,-1,Negatif
i really love playing this game,1,Positif
bagus sih plagiat huuuu,1,Positif
seru game ya,3,Positif
gema ya seru,3,Positif
sumpah gue ngeleg ngeleg jir ping ya aman aman ngeleg ngeleg gue game,1,Positif
game ya bagus,3,Positif
main ya butuh sinyal kuat kuat ngestack gambar,0,Negatif
sih bagus ya ngeleg kayak ya sih salah hp ya kasih bintang,2,Positif
main fish for close mulu update,-1,Negatif
game santai,2,Positif
bagus seru banget sih,3,Positif
enak incomu,1,Positif
suka main minus nya game nya suka kedaluarsa,2,Positif
seru banget,2,Positif
gamenya bagus banget tagih,1,Positif
bagus grafik mantap motor,3,Positif
gem bagus,1,Positif
bagus banget sumpah demi allah bagus bingitttt jirrr seru banget,6,Positif
kadang kadang ngelek terimakasih game baik bye,4,Positif
bagus tau game juta map ya,3,Positif
bqjingan masuk rbrobloxnyabisa masuk geme apa pakai wipi pakai koulta kenapasih udahlama,-4,Negatif
suka seru,2,Positif
kualitas ya bagus game online bagus,5,Positif
kasih bintang gin ya bocil main map aneh aneh blokir bocil bocil sana main map mohon maafkalau map mending blokir,-1,Negatif
bagus terimakasih tani ku teman ku ya ya,4,Positif
cheater bug,-1,Negatif
harga item mahal roblox kikir,1,Positif
kau jelek,-2,Negatif
game ya bagus main ya bug tolong baik,4,Positif
game bagus guna main gabut gamenya,2,Positif
roblox seru ngelek map seruseru,1,Positif
seru banget woilahhh banyakk map mapnyaaa,2,Positif
grafik ya jelek kali,-1,Negatif
hilang bug trss aplgi main fish barusan masuk tba tolong baik ya update trss kasih bintang ya bug bug ya hilang kasih bintang,0,Negatif
seru gamebanyak map bikin semangat,1,Positif
rame banget mabar barang barang jual uang,3,Positif
keren bikin bosan main ya,1,Positif
instalnya jm,0,Negatif
gamenya bagus seru banget game favotapi sih pakai verifikasi,4,Positif
game ku suka forsaken,2,Positif
bagus sempat robux gratis,2,Positif
seru banget game ya,4,Positif
pakai kepala lilang,0,Negatif
bagustapi ku chat ya,2,Positif
error koneksi putus ulang,-2,Negatif
seru main bintang,1,Positif
suka banget atur plis,2,Positif
keren,1,Positif
jujurr suka banget game,3,Positif
bagus main fish seruh banget,2,Positif
game seru turut,1,Positif
uras paket,0,Negatif
bagussssssss,0,Negatif
bagus suka,2,Positif
game ya seru bagus anak suka omong anak bawah umur top up bilang orang tua ya aktif voice chat bawah umur orang tua harap jaga anak,3,Positif
game seru sih bosan main ya inti ya deh,3,Positif
senengggggggg,0,Negatif
bagas,1,Positif
suka banget game ya seru main teman seru minigame roleplay seru banget,8,Positif
nge crash mulu,-2,Negatif
peta ya banget coi,2,Positif
bagus sih gane fish talon ya kikir banget mood roblox,5,Positif
maksa banget instal,0,Negatif
roblox deteksi file lengkap rusakuninstall install ulang roblox toko aplikasi resmicode error nih pas main suruh loadingnya lamagimana ngatasinnya ku coba uninstall install kocak,-5,Negatif
halo serius chat game roblox butuh paspor id nasional sim tau anak main sim id nasional paspor turut fitur game reputasi buruk tau game usia batas usia fitur batas usia tau game sosialisasibukanpribadi,-3,Negatif
fish game buruk,0,Negatif
games roblox the best i like games roblox i like games roblox night the forest stel a brainrot and grow a garden all games i like all games the same sok all games roblox the same the best sok no need compare thank you sok much,3,Positif
ngelag pakai wifi,-1,Negatif
sumpah game bagus online gua kasih bintang,1,Positif
game bagus kayak sepeda onthel,1,Positif
enak seru,2,Positif
scam,0,Negatif
playernya toxic,0,Negatif
game ya seru tolong hp muat memori kasih bintang mohon update terusya,3,Positif
si si,0,Negatif
game ya keren banget game mainin kurang ya akun kena banned top up robux kali robux kali rugi,4,Positif
gem seru banget senang anak anak gem tower ya seru banget,4,Positif
all game is sok fun,1,Positif
very good but please for roblox delete log out and i ask for more request i want free robux every month at least robux month,0,Negatif
tolong baik bug ya main map brookhaven av asaya sinyal ok jug kuota jaga main map brookhaven,2,Positif
bug item kepala half head aneh,-2,Negatif
yahhhhhhhh roblox seru main kasih tau diam bilang,0,Negatif
main roblox bikin goblox,0,Negatif
seru main seru,2,Positif
suka main gem roblox,1,Positif
gamenya bagus banget gamenya avatarnya top apbanyak game tarik main update update tunggu updatenya roblox,6,Positif
bagus banget,2,Positif
man ya seru karana main roblox,1,Positif
main,0,Negatif
game ya bagus banget coy,4,Positif
game seru banget,3,Positif
game main kir ban omong banned bintang muncul sipaling main game top up rp dibanned cuman omong tanda game buruk play store,1,Positif
this game sok good,2,Positif
gud,0,Negatif
game,1,Positif
game senang gamenya tolong bug ya,2,Positif
gemas ru banget,1,Positif
half head gue hilang,0,Negatif
akun ku update update aplikasi ya tolong,0,Negatif
game ya berat tolong ringan game,3,Positif
bagus keren suka main roblox mbak bagusbagus,3,Positif
player mobile ngelag device kentang main pakai komputer ngelag jamin ngeleg,-3,Negatif
seru mohon maaf bugnya kurang top up bayar jelek ganti ava pas masuk map baju tolong baik muak,0,Negatif
bagus main,1,Positif
gem ya seru main teman reting bintang,2,Positif
gem aneh,0,Negatif
seru banget cut dongload,2,Positif
game seru banget,3,Positif
bagus cocok konten gelek langsung tibatiba,2,Positif
game roblox keren banget,3,Positif
seru banget teman,2,Positif
game seru senang,3,Positif
map bintang hilang ya batas,0,Negatif
mantap,2,Positif
seru uuu,1,Positif
game seru mabar jelasin ya,3,Positif
game ya bagus suka map malm ya terimakasih,6,Positif
gem sangan bagus,1,Positif
enak game ya populer banget game ya steal a brainrot grow a garden night forest,7,Positif
suka sih roblox ngelekupdate mulu,1,Positif
kasih bintang ya roblok ya bagus beli baju nya mahal roblok kasih baju gerat lo biar orang main roblok senang rating,6,Positif
game milik bug tolong baik,2,Positif
tua main roblox,-1,Negatif
bagus sanat cocok main,1,Positif
seru banget kasih ronux gratis sih hehe main ya pakai wifi,4,Positif
ngebug mulu,0,Negatif
game ya seru scret,3,Positif
sanagt bagus,1,Positif
roblox mantap,2,Positif
seru banget game jelasim sih seruny pokok seru banget,5,Positif
roblox elek,0,Negatif
pancing fish spam putih,-2,Negatif
game seru tambah kreatifitas,3,Positif
game burik haram game kotak kotak orang,-2,Negatif
game ya mantap seru,5,Positif
majaa robloxxtalon,0,Negatif
gem suka sus plis download,1,Positif
bagus anjing talon,0,Negatif
bagus aman,1,Positif
bagus banget map ya bagus deh pokok game lainnnya,5,Positif
glich map kayak buram tolong baik,-1,Negatif
hemnyabagus,0,Negatif
keren game main seru,3,Positif
game bagus game bagus roblox banyak berenrot,4,Positif
suka main brookhaven,1,Positif
mantap,2,Positif
bug ya benerin woiiii enakmain fish disconnect roblox ku keapdetke jaman dulucpet benerinalasan gue taruh bintang limaagar baca developer benerin,-1,Negatif
bagus main koneksi data internet,0,Negatif
seru mabar harap ku iven graw a garden candy blasem boloom blasem,1,Positif
game nya seru banget,3,Positif
oke,2,Positif
game seru map map unik anti bosan,0,Negatif
roblox main ya seru banget kenal banyam orang roblox sih download roblox temenku main eh candu main roblox roblox game baik deh pokok dunia dunia seru ya bosan main ganti deh mabar main roblox seru banget temenku roblox han ajak temenku main roblox biar mabar kasih bintang hehe,9,Positif
game jelek kamera samuel main,-1,Negatif
tolong roblox item mahal mahal contoh rambut robux tolong turunin harga item beli item shop mahal mahal,-2,Negatif
geme bagus,1,Positif
seruuuu banget,1,Positif
game burik,0,Negatif
gem bagus,1,Positif
ya seru buka kayak gem ml,1,Positif
tolong baik bug koneksi koneksi bagus ingat server eror developer ya tolong baik,1,Positif
suka main,1,Positif
si si si si kali,0,Negatif
game ya bagus semuah baju murah murah,4,Positif
dikit sensor apa gua nomor teman gua roblox sensor bilang nama sensor bilang kenal yuk sensor kocak game,-3,Negatif
game old,1,Positif
gamenya bagus seru enak banget,4,Positif
game ya bagus banget suka map ya map ya tower gunung dll pokok ya seru banget deh,10,Positif
si si kali si si si kali si si si si kali,0,Negatif
game wallhopnya seru banget,3,Positif
scamm,0,Negatif
keren,1,Positif
main cocok cocok,0,Negatif
orang gabut,-1,Negatif
asik banget tau map main teman komunikasi gonta ganti avaa pokok asikk map map kayak mount survive komunikasibrookhaventanam tanam pokok dah asiknyaa main tmnkomunikasi asikk banget ya ampun,1,Positif
game ya suka ngeleg koneksi putus koneksi aman aman,3,Positif
gem ya bagus gem gem pilih sih bagus,2,Positif
game seru banget game nomor dunia,4,Positif
wenakkk,0,Negatif
seru bangettttttttttt,1,Positif
main brokhaven ketuk pintu teman nama chocohunt masuk pasuk kamar tibatiba chocohunt sus rsna suka itukeluarkan roblox,0,Negatif
bagus banget,2,Positif
gila banget game,2,Positif
game ngelag batu lase e,0,Negatif
suka banget gamenya roblox updatenya aneh bawa ai ya,3,Positif
roblox seru senang tower obbynya nij,2,Positif
seru suka ya,3,Positif
bagus bagetttt,1,Positif
upgrade upgrade,0,Negatif
gamenya bagus interaksi teman diroblox bantu gamenya seru gamenya suka fish,3,Positif
senang main,1,Positif
main seru,1,Positif
game seru banget,3,Positif
the game is good and on my ipad doesnt lag at all,1,Positif
lumayan suka game,2,Positif
roblok game seru,2,Positif
wow keren banget game cocok bosan download nih game wow,3,Positif
keren,1,Positif
game variasi seru,2,Positif
game sangan guna petualangn seru ya,4,Positif
senang bagus,2,Positif
game ya bagus desconect jaring bagus,5,Positif
i like the game support game is roblox my favorite game roblox the best i like this thankyou for david baszucki,6,Positif
seru banget anjir,2,Positif
game bagus grafik iklan,1,Positif
hapus salon deh fiestas,-1,Negatif
murahin dikit,-1,Negatif
game ya seru pakai internet seru,4,Positif
sok far the game is good but as time goes by there are more and more bugs often lags even though the wifi at home is always good even when rains since the update the item prices have gone up and are not like the beginning hopefully will be fixed again admin,1,Positif
geme roblox bagus,1,Positif
keren gamenya bagus,2,Positif
kang scam uyy,0,Negatif
game bagus game,3,Positif
ya roblox,1,Positif
game roblox,1,Positif
gamenya sih bagus ya powernya tuh susahsusah wall hop susah banget wisatawan mudah sih sih roblox tolong kasih robux gratis orang robux game liin kasih kasih,4,Positif
geme ya bagus variasi bosan terimakasih,2,Positif
game ya seru kasih bintang,3,Positif
i lost my account because the pas key i didnt use any password and the stupid pas key system is not working,1,Positif
game strategi ku,1,Positif
bagus,1,Positif
game ya bagus map ya mabar pokok seru banget deh game,7,Positif
geme rusak,-1,Negatif
game ya seru bug ya,3,Positif
iklan ya ya,1,Positif
gem meng hibur,0,Negatif
wifi bagus ngelagngelag tolong baik robloooxx,2,Positif
bagus tarik salah suka gerak layar suka rating,3,Positif
main ya bayak bagus,2,Positif
game ya bagus hilang bug ya bug ya kadang suka tulis koneksi putus jaring ya bagus banget game ya bagus banget,13,Positif
susah download,-1,Negatif
bocil sad,-1,Negatif
roblox seru map ya seru banget main bosan maindi map tinggal ganti map cinta roblox,3,Positif
aplikasi ya bagus,1,Positif
item hapus tuh robux ya balikin fake headless gue hapus robux ya dibalikin tuh,-1,Negatif
gem sanyat seru,1,Positif
item ku roblox ku beli hilang cuman buang duit,-2,Negatif
bagus gratis sin robux ya,2,Positif
game roblox seru kreatif akhirakhir muncul notifikasi keluar aplikasi map koneksi internet stabil perangkat lancar temanteman alami mohon baik alam main senang,5,Positif
gua main layar hp gua tau nyaplis roblok kali coba layar hp bosennnn main roblok,-3,Negatif
gamenya bagus bug anjir,0,Negatif
dibully ban,-1,Negatif
mohon fitur umur ya masuk umur pas main server teman umur atas fiturnya ajak teman terimakasih,2,Positif
suka pakai roblox,1,Positif
suara ya gedein volume ya suara ya,3,Positif
pikir purik bagus banget,2,Positif
banget hapus hapus item beli ganti sih gapapa robuxnya ganti lamalama beli item was was takut hapus,-4,Negatif
knapa ya main gelik sandat,1,Positif
bagus keren jier,2,Positif
roblox bagus banget bintang cocok roblox update update bagus,3,Positif
gamenya bagus,1,Positif
iya gem ya bagus,2,Positif
gila,0,Negatif
game roblox sangatt seru,2,Positif
game gampang disconnectseya benci,1,Positif
gem bagus gemnya bingung pil,1,Positif
best game play store and app store,2,Positif
bug benerin gagal hubung koneksi mulu kemarin rubbish,-2,Negatif
bagus banget nih,2,Positif
setia blox fruittt,-1,Negatif
bug ava ubah hadeh,-2,Negatif
pas main kesel,0,Negatif
anak suka game,1,Positif
game ya bagus banget seru plis kasih hoky steal a brainout fish mohon,5,Positif
suka geme bagus kasih nilai,3,Positif
seru banget anjir,2,Positif
bagus banget loh,2,Positif
main anakanak roblox,0,Negatif
game ya bagus,3,Positif
bagus mabar iklan,0,Negatif
gemas seru banget sumpah rat,2,Positif
gema gema,2,Positif
aplikasi ya bagus tembak pacar chat orang mabar,1,Positif
gamenya bagus bamelainya,1,Positif
alam main bagus roblox aset langgar atur konfirmasi guna terus tibatiba tangguh akun,3,Positif
enak,1,Positif
gamenya bagustapi update ya berat banget,1,Positif
bagus banget game,3,Positif
game seru ngeleg hp jelek roblox,0,Negatif
bug fitur kreasi avatar bikin kesel beli robux bikin avatar bagus jelek aneh,-2,Negatif
bagus banget kasih bintang,2,Positif
main,0,Negatif
asyik bengatttt,1,Positif
karen,0,Negatif
headless hilang kembali robuxnya,0,Negatif
tolo gua main kena ben sih main kena ben tol tol tolong gua pakai script ya ayo gua uninstall,-4,Negatif
andai hemat kuota,0,Negatif
rblok ngtod salah smbungan melulu,-2,Negatif
mantap ikan scret,2,Positif
download roblox main mancing ikanikan,1,Positif
gem ya bagus bayak gem ya,3,Positif
aplikasi main,-1,Negatif
game ya seru game ya chiter,5,Positif
bagus lucu game ya turut game game terbaikjuara,4,Positif
gamenya bagus dah ngadaptarnya hese,0,Negatif
bagus voice chat update biar pakai muka,2,Positif
roblox gem seru,1,Positif
play store main sana,0,Negatif
game seru banget ajar,3,Positif
seru banget main tarik bagi bagusbagus main,3,Positif
bagus sih cuman banyak update update ya hehe,2,Positif
goodd,0,Negatif
seru,1,Positif
roblok game fish mancing gila,2,Positif
gamenya seru,1,Positif
kena security detected,-1,Negatif
game bagus game gila stres masuk rumah sakit jiwa,1,Positif
beli robux mahal coba pakai mahal gratis game,2,Positif
jaring tolong optimal lancar game tingkat loadingnya cepat,4,Positif
gamenya simpel gamenya seru seeu banget bug resah roblok baik bug ya ya kasih rating,3,Positif
you seru banget,2,Positif
bagus cocok anak seru game sesuai umur anak pintar main roblox,2,Positif
game konyol,0,Negatif
gem ya bagus pas tarik,4,Positif
game seru banget gamenya tolong updatenya seru suka banget update game favorit banget,8,Positif
tolong game ya baik pas main game gb aplikasi,4,Positif
game ya keren bagus ya hacker game ya asik tolong banned hacker ya roblox fix bug,8,Positif
game ya seru banget map ya tolong baik bug ya,6,Positif
ya nge lag,0,Negatif
gue gane,0,Negatif
gamenya seru banget ketemu teman beda daerah negara,2,Positif
game bagus,2,Positif
tolong nih game,1,Positif
seru banget tantang,1,Positif
bagus main ya,2,Positif
roblox seru banget avatar kurang beli robux suka hilang rating roblox,2,Positif
seru banget main teman,2,Positif
boros kuota banget anjir,-1,Negatif
koneksi internet server map ya lasung,1,Positif
mohon mohon admin tolong ava baik rusak ava hasil top up tolong tanggung jawababnnya,2,Positif
gamee sangatt seru game pokok banyakk tarik,3,Positif
game seru anak anak,0,Negatif
game ya bagus seru,4,Positif
bagus enak du main grafik ya bagus orang ramah,4,Positif
roblox bagus ngelakbai bakakangan updatenya bagus lagiya,2,Positif
